,Id aluno,Idade,Concelho,Sexo,Matematica,Estatistica,Portugues,Ingles,Local do exame,Tipo de escola,Trabalhador estudante,Estado civil,Media,Aprovado
841,A0842,50,Porto,Feminino,19,1,5,9,Escola A,Privada,Nao,Casado,8.5,False
842,A0843,39,Braga,Masculino,10,3,9,1,Escola A,Publica,Sim,Outro,5.75,False
843,A0844,38,Braga,Feminino,3,10,6,5,Escola B,Privada,Sim,Outro,6.0,False
844,A0845,23,Faro,Masculino,5,7,16,7,Escola B,Publica,Sim,Outro,8.75,False
845,A0846,23,Braga,Masculino,0,11,17,18,Escola D,Privada,Sim,Casado,11.5,True
846,A0847,21,Porto,Feminino,19,7,16,10,Escola B,Publica,Sim,Outro,13.0,True
847,A0848,47,Porto,Feminino,15,10,8,11,Escola A,Privada,Nao,Solteiro,11.0,True
848,A0849,28,Braga,Masculino,14,19,9,8,Escola C,Publica,Sim,Casado,12.5,True
849,A0850,47,Porto,Feminino,16,7,9,1,Escola B,Publica,Sim,Outro,8.25,False
850,A0851,48,Faro,Feminino,7,7,6,7,Escola B,Privada,Sim,Casado,6.75,False
851,A0852,41,Lisboa,Feminino,11,16,15,10,Escola D,Publica,Nao,Solteiro,13.0,True
852,A0853,26,Faro,Feminino,20,19,17,20,Escola D,Privada,Nao,Solteiro,19.0,True
853,A0854,20,Faro,Feminino,9,19,5,3,Escola B,Privada,Nao,Casado,9.0,False
854,A0855,48,Porto,Masculino,14,15,19,9,Escola A,Publica,Sim,Casado,14.25,True
855,A0856,57,Lisboa,Masculino,8,13,0,20,Escola A,Publica,Sim,Solteiro,10.25,True
856,A0857,54,Porto,Feminino,1,10,0,19,Escola C,Publica,Sim,Casado,7.5,False
857,A0858,53,Coimbra,Masculino,4,6,11,15,Escola B,Publica,Sim,Solteiro,9.0,False
858,A0859,41,Porto,Masculino,5,15,20,7,Escola D,Publica,Sim,Solteiro,11.75,True
859,A0860,48,Porto,Feminino,6,12,1,3,Escola A,Privada,Nao,Outro,5.5,False
860,A0861,23,Porto,Masculino,20,14,3,9,Escola C,Publica,Sim,Casado,11.5,True
861,A0862,19,Lisboa,Feminino,0,15,16,11,Escola B,Privada,Nao,Casado,10.5,True
862,A0863,37,Porto,Feminino,6,20,3,13,Escola A,Publica,Sim,Outro,10.5,True
863,A0864,45,Lisboa,Masculino,19,8,10,15,Escola B,Publica,Nao,Solteiro,13.0,True
864,A0865,28,Braga,Feminino,11,2,3,17,Escola B,Publica,Nao,Casado,8.25,False
865,A0866,21,Coimbra,Feminino,15,18,0,20,Escola A,Privada,Nao,Outro,13.25,True
866,A0867,32,Lisboa,Feminino,15,19,6,20,Escola A,Publica,Nao,Outro,15.0,True
867,A0868,23,Braga,Feminino,10,4,17,11,Escola A,Privada,Sim,Casado,10.5,True
868,A0869,47,Lisboa,Feminino,20,9,8,17,Escola B,Privada,Sim,Outro,13.5,True
869,A0870,55,Lisboa,Masculino,3,16,2,6,Escola B,Privada,Sim,Solteiro,6.75,False
870,A0871,19,Coimbra,Masculino,12,14,7,19,Escola C,Publica,Nao,Outro,13.0,True
871,A0872,32,Faro,Feminino,6,7,18,6,Escola D,Privada,Sim,Solteiro,9.25,False
872,A0873,28,Faro,Feminino,3,14,3,8,Escola B,Publica,Sim,Solteiro,7.0,False
873,A0874,25,Lisboa,Masculino,14,20,17,0,Escola D,Privada,Sim,Casado,12.75,True
874,A0875,43,Porto,Feminino,18,13,19,5,Escola A,Publica,Sim,Outro,13.75,True
875,A0876,22,Braga,Masculino,8,19,10,5,Escola B,Privada,Nao,Solteiro,10.5,True
876,A0877,23,Porto,Feminino,10,6,13,11,Escola C,Publica,Nao,Solteiro,10.0,True
877,A0878,43,Porto,Feminino,7,20,17,11,Escola C,Publica,Sim,Outro,13.75,True
878,A0879,21,Lisboa,Feminino,0,11,15,9,Escola D,Publica,Sim,Solteiro,8.75,False
879,A0880,36,Lisboa,Feminino,7,16,2,5,Escola A,Privada,Sim,Outro,7.5,False
880,A0881,37,Lisboa,Feminino,12,16,14,16,Escola D,Privada,Nao,Casado,14.5,True
881,A0882,50,Lisboa,Feminino,3,9,3,18,Escola A,Publica,Nao,Solteiro,8.25,False
882,A0883,37,Faro,Feminino,7,18,4,17,Escola C,Privada,Nao,Solteiro,11.5,True
883,A0884,29,Lisboa,Masculino,2,13,16,5,Escola D,Privada,Sim,Outro,9.0,False
884,A0885,18,Faro,Masculino,8,10,6,18,Escola C,Privada,Nao,Outro,10.5,True
885,A0886,43,Faro,Masculino,1,1,15,9,Escola C,Privada,Nao,Outro,6.5,False
886,A0887,31,Lisboa,Feminino,1,17,13,7,Escola A,Privada,Nao,Outro,9.5,False
887,A0888,55,Coimbra,Feminino,12,6,15,20,Escola D,Privada,Nao,Solteiro,13.25,True
888,A0889,54,Braga,Feminino,14,11,6,5,Escola D,Privada,Nao,Casado,9.0,False
889,A0890,28,Porto,Feminino,11,1,8,20,Escola C,Publica,Sim,Casado,10.0,True
890,A0891,53,Faro,Feminino,3,19,3,6,Escola C,Publica,Sim,Casado,7.75,False
891,A0892,30,Braga,Feminino,7,17,10,0,Escola A,Privada,Sim,Casado,8.5,False
892,A0893,20,Coimbra,Feminino,8,5,1,17,Escola B,Publica,Sim,Outro,7.75,False
893,A0894,50,Porto,Masculino,4,9,11,19,Escola B,Publica,Nao,Solteiro,10.75,True
894,A0895,23,Porto,Feminino,19,19,11,11,Escola C,Publica,Sim,Solteiro,15.0,True
895,A0896,27,Faro,Masculino,17,14,3,15,Escola B,Privada,Sim,Solteiro,12.25,True
896,A0897,22,Lisboa,Masculino,10,4,17,9,Escola B,Privada,Sim,Outro,10.0,True
897,A0898,40,Coimbra,Feminino,14,19,20,9,Escola B,Privada,Nao,Solteiro,15.5,True
898,A0899,27,Faro,Feminino,8,2,6,13,Escola B,Privada,Sim,Outro,7.25,False
899,A0900,19,Coimbra,Masculino,16,4,0,19,Escola C,Privada,Nao,Solteiro,9.75,False
900,A0901,30,Lisboa,Masculino,11,7,12,9,Escola B,Publica,Nao,Casado,9.75,False
901,A0902,57,Lisboa,Feminino,6,7,5,9,Escola B,Privada,Nao,Outro,6.75,False
902,A0903,19,Faro,Feminino,9,7,5,10,Escola A,Publica,Sim,Solteiro,7.75,False
903,A0904,37,Lisboa,Masculino,9,11,11,1,Escola C,Privada,Nao,Casado,8.0,False
904,A0905,18,Braga,Feminino,12,7,7,19,Escola D,Publica,Sim,Casado,11.25,True
905,A0906,54,Porto,Feminino,18,10,18,7,Escola D,Privada,Sim,Casado,13.25,True
906,A0907,26,Faro,Feminino,10,13,4,6,Escola A,Privada,Sim,Outro,8.25,False
907,A0908,34,Coimbra,Masculino,12,7,17,7,Escola A,Privada,Nao,Outro,10.75,True
908,A0909,26,Braga,Masculino,20,9,4,0,Escola C,Privada,Nao,Solteiro,8.25,False
909,A0910,28,Faro,Masculino,7,6,9,20,Escola D,Privada,Sim,Casado,10.5,True
910,A0911,32,Lisboa,Feminino,7,16,0,1,Escola B,Privada,Nao,Solteiro,6.0,False
911,A0912,41,Lisboa,Feminino,3,3,9,17,Escola A,Publica,Nao,Solteiro,8.0,False
912,A0913,55,Lisboa,Masculino,14,12,4,14,Escola D,Privada,Nao,Casado,11.0,True
913,A0914,52,Lisboa,Masculino,10,3,11,0,Escola C,Publica,Sim,Solteiro,6.0,False
914,A0915,47,Coimbra,Masculino,10,4,6,4,Escola B,Privada,Nao,Outro,6.0,False
915,A0916,48,Braga,Feminino,0,3,8,1,Escola C,Publica,Nao,Solteiro,3.0,False
916,A0917,22,Porto,Masculino,16,17,20,19,Escola A,Publica,Sim,Casado,18.0,True
917,A0918,31,Coimbra,Masculino,14,5,11,2,Escola D,Publica,Nao,Outro,8.0,False
918,A0919,28,Coimbra,Feminino,19,1,0,18,Escola D,Publica,Sim,Outro,9.5,False
919,A0920,26,Porto,Feminino,5,10,10,17,Escola D,Publica,Nao,Solteiro,10.5,True
920,A0921,51,Porto,Feminino,14,13,20,17,Escola D,Publica,Nao,Solteiro,16.0,True
921,A0922,29,Lisboa,Masculino,8,4,14,13,Escola B,Privada,Nao,Outro,9.75,False
922,A0923,52,Coimbra,Feminino,13,5,1,7,Escola B,Publica,Nao,Solteiro,6.5,False
923,A0924,52,Faro,Feminino,17,9,19,11,Escola C,Privada,Nao,Casado,14.0,True
924,A0925,18,Porto,Masculino,16,7,6,20,Escola B,Privada,Nao,Solteiro,12.25,True
925,A0926,57,Porto,Feminino,17,13,20,9,Escola A,Publica,Sim,Solteiro,14.75,True
926,A0927,39,Braga,Masculino,4,2,11,19,Escola A,Publica,Nao,Outro,9.0,False
927,A0928,46,Faro,Masculino,19,11,17,16,Escola D,Privada,Nao,Solteiro,15.75,True
928,A0929,25,Faro,Feminino,19,15,2,10,Escola A,Publica,Nao,Solteiro,11.5,True
929,A0930,28,Porto,Feminino,8,16,6,1,Escola C,Publica,Sim,Solteiro,7.75,False
930,A0931,58,Lisboa,Feminino,10,0,10,3,Escola B,Publica,Sim,Casado,5.75,False
931,A0932,54,Braga,Feminino,0,9,17,0,Escola B,Publica,Sim,Solteiro,6.5,False
932,A0933,31,Faro,Feminino,17,9,11,14,Escola B,Publica,Nao,Casado,12.75,True
933,A0934,47,Porto,Feminino,5,20,5,12,Escola A,Publica,Nao,Casado,10.5,True
934,A0935,52,Faro,Masculino,1,1,4,7,Escola B,Publica,Sim,Casado,3.25,False
935,A0936,38,Braga,Masculino,14,8,0,3,Escola D,Privada,Sim,Casado,6.25,False
936,A0937,54,Braga,Feminino,20,12,11,9,Escola D,Publica,Sim,Outro,13.0,True
937,A0938,22,Coimbra,Masculino,13,15,10,18,Escola D,Privada,Nao,Casado,14.0,True
938,A0939,36,Porto,Feminino,4,17,3,17,Escola A,Privada,Sim,Solteiro,10.25,True
939,A0940,31,Braga,Masculino,5,18,17,4,Escola B,Privada,Nao,Casado,11.0,True
940,A0941,43,Coimbra,Masculino,5,11,3,18,Escola A,Privada,Nao,Solteiro,9.25,False
941,A0942,21,Coimbra,Masculino,17,7,16,15,Escola B,Publica,Nao,Casado,13.75,True
942,A0943,42,Faro,Feminino,13,16,1,0,Escola C,Privada,Sim,Outro,7.5,False
943,A0944,59,Faro,Masculino,9,14,1,11,Escola C,Privada,Nao,Casado,8.75,False
944,A0945,42,Coimbra,Feminino,13,9,11,1,Escola A,Privada,Sim,Casado,8.5,False
945,A0946,35,Faro,Masculino,12,14,5,20,Escola D,Privada,Sim,Outro,12.75,True
946,A0947,57,Braga,Masculino,2,14,9,7,Escola A,Privada,Sim,Casado,8.0,False
947,A0948,25,Lisboa,Masculino,5,6,20,17,Escola D,Publica,Sim,Solteiro,12.0,True
948,A0949,56,Braga,Masculino,7,12,15,15,Escola B,Publica,Nao,Casado,12.25,True
949,A0950,57,Coimbra,Masculino,11,16,13,4,Escola D,Privada,Nao,Casado,11.0,True
950,A0951,31,Coimbra,Feminino,12,8,6,12,Escola D,Publica,Nao,Casado,9.5,False
951,A0952,49,Braga,Feminino,10,7,18,18,Escola B,Publica,Nao,Outro,13.25,True
952,A0953,55,Faro,Masculino,11,19,16,2,Escola C,Privada,Sim,Casado,12.0,True
953,A0954,50,Faro,Masculino,0,20,8,7,Escola B,Privada,Sim,Casado,8.75,False
954,A0955,40,Coimbra,Masculino,16,17,12,11,Escola A,Privada,Sim,Solteiro,14.0,True
955,A0956,32,Porto,Masculino,15,12,4,1,Escola A,Publica,Sim,Casado,8.0,False
956,A0957,50,Faro,Feminino,10,15,4,10,Escola A,Privada,Nao,Casado,9.75,False
957,A0958,42,Braga,Masculino,12,8,9,11,Escola A,Publica,Sim,Casado,10.0,True
958,A0959,34,Faro,Feminino,17,11,20,17,Escola A,Publica,Nao,Casado,16.25,True
959,A0960,50,Braga,Masculino,10,11,9,12,Escola C,Publica,Sim,Solteiro,10.5,True
960,A0961,19,Coimbra,Feminino,11,5,6,4,Escola C,Privada,Sim,Solteiro,6.5,False
961,A0962,31,Faro,Masculino,5,18,14,11,Escola D,Publica,Sim,Outro,12.0,True
962,A0963,57,Braga,Masculino,8,6,6,1,Escola A,Privada,Sim,Casado,5.25,False
963,A0964,57,Coimbra,Feminino,15,2,14,4,Escola B,Privada,Nao,Outro,8.75,False
964,A0965,56,Porto,Masculino,3,15,2,6,Escola A,Privada,Nao,Outro,6.5,False
965,A0966,23,Braga,Masculino,2,17,18,11,Escola C,Privada,Nao,Casado,12.0,True
966,A0967,23,Porto,Masculino,15,15,9,15,Escola A,Privada,Nao,Solteiro,13.5,True
967,A0968,20,Porto,Feminino,11,6,14,7,Escola C,Publica,Sim,Solteiro,9.5,False
968,A0969,24,Lisboa,Masculino,10,3,2,8,Escola D,Publica,Sim,Casado,5.75,False
969,A0970,25,Faro,Masculino,4,7,5,14,Escola D,Publica,Nao,Casado,7.5,False
970,A0971,59,Braga,Feminino,17,12,11,4,Escola D,Publica,Nao,Solteiro,11.0,True
971,A0972,32,Porto,Feminino,18,12,14,12,Escola C,Publica,Sim,Casado,14.0,True
972,A0973,46,Lisboa,Feminino,5,16,5,4,Escola A,Privada,Sim,Casado,7.5,False
973,A0974,50,Coimbra,Masculino,17,16,12,10,Escola A,Privada,Nao,Casado,13.75,True
974,A0975,47,Braga,Masculino,5,4,18,9,Escola B,Publica,Nao,Solteiro,9.0,False
975,A0976,56,Porto,Masculino,3,5,2,19,Escola C,Publica,Nao,Outro,7.25,False
976,A0977,44,Faro,Feminino,11,18,7,12,Escola B,Publica,Sim,Outro,12.0,True
977,A0978,53,Lisboa,Masculino,18,12,7,8,Escola D,Privada,Nao,Casado,11.25,True
978,A0979,46,Porto,Masculino,1,13,19,20,Escola A,Privada,Nao,Solteiro,13.25,True
979,A0980,55,Faro,Feminino,16,3,14,13,Escola C,Privada,Nao,Casado,11.5,True
980,A0981,50,Porto,Feminino,10,6,3,17,Escola B,Publica,Nao,Solteiro,9.0,False
981,A0982,54,Braga,Feminino,10,7,18,14,Escola B,Publica,Nao,Casado,12.25,True
982,A0983,44,Braga,Feminino,20,12,20,9,Escola B,Publica,Sim,Solteiro,15.25,True
983,A0984,50,Braga,Feminino,15,5,2,6,Escola A,Publica,Nao,Solteiro,7.0,False
984,A0985,21,Lisboa,Masculino,1,5,12,7,Escola A,Privada,Sim,Outro,6.25,False
985,A0986,39,Braga,Feminino,1,20,7,2,Escola A,Publica,Nao,Casado,7.5,False
986,A0987,19,Faro,Masculino,7,2,15,14,Escola C,Publica,Nao,Outro,9.5,False
987,A0988,27,Porto,Masculino,12,2,12,15,Escola A,Publica,Nao,Outro,10.25,True
988,A0989,22,Coimbra,Feminino,9,12,2,3,Escola C,Privada,Sim,Solteiro,6.5,False
989,A0990,27,Faro,Feminino,7,1,15,20,Escola B,Privada,Sim,Casado,10.75,True
990,A0991,50,Faro,Feminino,3,15,8,5,Escola B,Publica,Sim,Solteiro,7.75,False
991,A0992,55,Braga,Masculino,14,5,13,0,Escola D,Privada,Nao,Solteiro,8.0,False
992,A0993,30,Lisboa,Feminino,0,7,12,3,Escola A,Privada,Nao,Solteiro,5.5,False
993,A0994,48,Porto,Feminino,10,7,20,10,Escola B,Privada,Sim,Casado,11.75,True
994,A0995,53,Lisboa,Feminino,6,5,6,11,Escola A,Privada,Sim,Casado,7.0,False
995,A0996,41,Porto,Feminino,16,13,14,4,Escola C,Privada,Nao,Solteiro,11.75,True
996,A0997,32,Porto,Feminino,19,2,6,20,Escola B,Publica,Sim,Casado,11.75,True
997,A0998,46,Lisboa,Masculino,17,9,5,15,Escola A,Publica,Nao,Solteiro,11.5,True
998,A0999,25,Faro,Masculino,11,2,1,12,Escola B,Publica,Sim,Casado,6.5,False
999,A1000,22,Porto,Masculino,8,11,8,12,Escola B,Privada,Sim,Casado,9.75,False
